Saffron Detection Run — 20260526_134507
Mode            : real
Scenes          : 1111
Total detected  : 6096
Mean detected   : 5.5
Mean avg score  : 0.4014
Highest score   : 0.7591
Best scene      : Image_151_jpg.rf.spV9r9WrtXpibKOiJoFo.jpg
Threshold       : 0.45
Ensemble weights: RF=0.35, CNN=0.35, HSV=0.2, Depth=0.1

Scene                             Det   AvgScore   MaxScore
  images---2022-08-07T114853-3      3     0.4585     0.4672
  images---2022-08-07T114853-4      1     0.4795     0.4795
  images---2022-08-07T114853-4      7     0.5047     0.5473
  images---2022-08-07T114853-5      1     0.5350     0.5350
  images---2022-08-07T114853-5      2     0.4826     0.5149
  images---2022-08-07T114853-5      0     0.0000     0.0000
  images---2022-08-07T114853-6     29     0.5529     0.6321
  images---2022-08-07T114853-6     14     0.5250     0.5801
  images---2022-08-07T114853-6      5     0.5131     0.5587
  images---2022-08-07T114853-7      0     0.0000     0.0000
  images---2022-08-07T114853-8      1     0.4747     0.4747
  images---2022-08-07T114853-9     13     0.5943     0.6863
  images---2022-08-07T114853-9      1     0.5514     0.5514
  images---2022-08-07T114853-9     12     0.4930     0.5638
  images---2022-08-07T114854-1      0     0.0000     0.0000
  images---2022-08-07T114854-1      0     0.0000     0.0000
  images---2022-08-07T114854-3      6     0.5101     0.5345
  images---2022-08-07T114854-3     17     0.5004     0.5394
  images---2022-08-07T114854-4      3     0.4904     0.5218
  images---2022-08-07T114854-4      1     0.5620     0.5620
  images---2022-08-07T114854-7      6     0.4977     0.5178
  images---2022-08-07T114854-8     17     0.5659     0.6327
  images---2022-08-07T114854-8      0     0.0000     0.0000
  images---2022-08-07T114854-9      2     0.5008     0.5250
  images---2022-08-07T114854-9     17     0.5007     0.5446
  images---2022-08-07T114855-0      1     0.5393     0.5393
  images---2022-08-07T114855-0      2     0.4902     0.5134
  images---2022-08-07T114855-0      8     0.5285     0.5705
  images---2022-08-07T114855-1      5     0.6409     0.6945
  images---2022-08-07T114855-1      1     0.4678     0.4678
  images---2022-08-07T114855-2      0     0.0000     0.0000
  images---2022-08-07T114855-2     29     0.5454     0.6153
  images---2022-08-07T114855-3      0     0.0000     0.0000
  images---2022-08-07T114855-3     19     0.5673     0.6590
  images---2022-08-07T114855-4     13     0.5636     0.6198
  images---2022-08-07T114855-4      8     0.5997     0.6700
  images---2022-08-07T114855-5      2     0.6296     0.6761
  images---2022-08-07T114855-7     16     0.5438     0.5990
  images---2022-08-07T114855-8     10     0.5829     0.6721
  images---2022-08-07T114855-9      7     0.5947     0.6841
  images---2022-08-07T114856-1     16     0.5138     0.5863
  images---2022-08-07T114856-3      0     0.0000     0.0000
  images---2022-08-07T114856-4      0     0.0000     0.0000
  images---2022-08-07T114856-5      1     0.4781     0.4781
  images---2022-08-07T114856-6      1     0.5037     0.5037
  images---2022-08-07T114856-7      0     0.0000     0.0000
  images---2022-08-07T114856-8      1     0.4684     0.4684
  images---2022-08-07T114856-8     31     0.5787     0.6911
  images---2022-08-07T114856-9      6     0.5174     0.5369
  images---2022-08-07T114856-9     38     0.5431     0.6642
  images---2022-08-07T114856-9      4     0.5916     0.6189
  images---2022-08-07T114857-0      4     0.5865     0.6308
  images---2022-08-07T114857-0      0     0.0000     0.0000
  images---2022-08-07T114857-2     23     0.4913     0.5613
  images---2022-08-07T114857-2      4     0.5150     0.5855
  images---2022-08-07T114857-3     12     0.5927     0.6738
  images---2022-08-07T114857-3      3     0.4850     0.5163
  images---2022-08-07T114857-4     12     0.5255     0.5764
  images---2022-08-07T114857-4      5     0.5128     0.5607
  images---2022-08-07T114857-5      2     0.5343     0.5892
  images---2022-08-07T114857-6      0     0.0000     0.0000
  images---2022-08-07T114857-9      0     0.0000     0.0000
  images---2022-08-07T114857-9      4     0.4861     0.4939
  images---2022-08-07T114858-0      4     0.5155     0.5558
  images---2022-08-07T114858-1     21     0.5808     0.6913
  images---2022-08-07T114858-1      3     0.4855     0.5022
  images---2022-08-07T114858-1      2     0.6465     0.7479
  images---2022-08-07T114858-2      4     0.4885     0.5193
  images---2022-08-07T114858-7      4     0.5440     0.6313
  images---2022-08-07T114858-7      2     0.5499     0.5562
  images---2022-08-07T114859-0      4     0.5162     0.5427
  images---2022-08-07T114859-0      0     0.0000     0.0000
  images---2022-08-07T114859-2      0     0.0000     0.0000
  images---2022-08-07T114859-3      2     0.5327     0.5448
  images---2022-08-07T114859-4      0     0.0000     0.0000
  images---2022-08-07T114859-4      1     0.5254     0.5254
  images---2022-08-07T114859-5      1     0.4972     0.4972
  images---2022-08-07T114859-5     12     0.5221     0.5756
  images---2022-08-07T114859-5     23     0.5707     0.6828
  images---2022-08-07T114859-8     33     0.5921     0.6793
  images---2022-08-07T114859-8      6     0.5513     0.6200
  images---2022-08-07T114859-9      4     0.4947     0.5225
  images---2022-08-07T114900-1      0     0.0000     0.0000
  images---2022-08-07T114900-1      2     0.4772     0.4891
  images---2022-08-07T114900-2      1     0.4700     0.4700
  images---2022-08-07T114900-5      0     0.0000     0.0000
  images---2022-08-07T114900-6      1     0.4538     0.4538
  images---2022-08-07T114900-7      2     0.4766     0.4892
  images---2022-08-07T114900-7      4     0.5087     0.5338
  images---2022-08-07T114901-1      4     0.5216     0.5700
  images---2022-08-07T114901-3     36     0.4828     0.5477
  images---2022-08-07T114901-3      0     0.0000     0.0000
  images---2022-08-07T114901-5      0     0.0000     0.0000
  images---2022-08-07T114901-5     10     0.5791     0.6092
  images---2022-08-07T114901-8      4     0.5119     0.5390
  images---2022-08-07T114902-0     10     0.5380     0.5693
  images---2022-08-07T114902-3      9     0.5104     0.5586
  images---2022-08-07T114902-7      0     0.0000     0.0000
  images---2022-08-07T114902-7      6     0.5063     0.5332
  images---2022-08-07T114902-8     17     0.5775     0.6691
  images---2022-08-07T114903-1      1     0.5296     0.5296
  images---2022-08-07T114903-2      0     0.0000     0.0000
  images---2022-08-07T114903-4      4     0.4886     0.5028
  images---2022-08-07T114903-5      4     0.4923     0.5596
  images---2022-08-07T114903-6      0     0.0000     0.0000
  images---2022-08-07T114903-7      0     0.0000     0.0000
  images---2022-08-07T114903-9      9     0.5022     0.5835
  images---2022-08-07T114904-2      0     0.0000     0.0000
  images---2022-08-07T114904-3     30     0.5158     0.5894
  images---2022-08-07T114904-4      1     0.5607     0.5607
  images---2022-08-07T114904-6      3     0.5895     0.6283
  images---2022-08-07T114904-7      9     0.4978     0.5883
  images---2022-08-07T114904-7      1     0.6361     0.6361
  images---2022-08-07T114904-8      1     0.5075     0.5075
  images---2022-08-07T114904-9      2     0.4694     0.4726
  images---2022-08-07T114905-0      1     0.5737     0.5737
  images---2022-08-07T114905-2      0     0.0000     0.0000
  images---2022-08-07T114905-4      0     0.0000     0.0000
  images---2022-08-07T114905-4     30     0.5428     0.6370
  images---2022-08-07T114905-5     42     0.5265     0.6275
  images---2022-08-07T114905-6      4     0.5331     0.5855
  images---2022-08-07T114905-8      1     0.6081     0.6081
  images---2022-08-07T114906-0      6     0.5319     0.5767
  images---2022-08-07T114906-0     12     0.5514     0.6014
  images---2022-08-07T114906-1      9     0.5394     0.6362
  images---2022-08-07T114906-2      2     0.5518     0.5743
  images---2022-08-07T114906-2      0     0.0000     0.0000
  images---2022-08-07T114906-3     13     0.5118     0.5559
  images---2022-08-07T114906-4      6     0.5349     0.6754
  images--10-_jpg.rf.PDFV9TgWM      0     0.0000     0.0000
  images--12-_jpg.rf.136vDLJAD      2     0.5000     0.5298
  images--13-_jpg.rf.4QgqNQkkg      1     0.5946     0.5946
  images--14-_jpg.rf.QFwSzL3pq      2     0.5241     0.5315
  images--2-_jpg.rf.MecO9sjynM      4     0.5332     0.5430
  images--20-_jpg.rf.NyXwNZu8M      5     0.4860     0.5173
  images--23-_jpg.rf.uKZ0mCnvH      0     0.0000     0.0000
  images--32-_jpg.rf.vH60sO94l      0     0.0000     0.0000
  images--33-_jpg.rf.IqE3mWPW6      1     0.4670     0.4670
  images--35-_jpg.rf.gJy4ZbJVu      3     0.5238     0.5457
  images--37-_jpg.rf.Z23qsOT6f      7     0.5239     0.5587
  images--40-_jpg.rf.GtBh22szS      7     0.5693     0.6209
  images--43-_jpg.rf.Zjz6Iw7Z1      1     0.4751     0.4751
  images--44-_jpg.rf.XBSp56vzL      2     0.4878     0.5068
  images--46-_jpg.rf.wVyUS6Ruv      8     0.5653     0.6026
  images--50-_jpg.rf.LrbFPq5Iu      8     0.5632     0.6790
  images--52-_jpg.rf.r4mHPRvCq      1     0.5395     0.5395
  images--54-_jpg.rf.8iJNHverI      0     0.0000     0.0000
  images--55-_jpg.rf.uwSGE46YM      0     0.0000     0.0000
  images--56-_jpg.rf.dWbZqVZcw     15     0.5698     0.6835
  images--57-_jpg.rf.9YHsj5Fig      5     0.4765     0.5004
  images--58-_jpg.rf.9mokESG7y      2     0.5454     0.5829
  images--61-_jpg.rf.yWrkz90XQ      0     0.0000     0.0000
  images--63-_jpg.rf.rTclOKwv8      3     0.5454     0.5676
  images--67-_jpg.rf.hGegvl9rG      0     0.0000     0.0000
  images--68-_jpg.rf.aRjR0r0Ti      1     0.4751     0.4751
  images--70-_jpg.rf.eOZY0lmdw      2     0.4668     0.4745
  images--71-_jpg.rf.qUOpVmA5g      0     0.0000     0.0000
  images--74-_jpg.rf.TdgF0myI8     45     0.6039     0.6764
  images--84-_jpg.rf.s5MKqHIeC      0     0.0000     0.0000
  images--85-_jpg.rf.pysju23O0      0     0.0000     0.0000
  images--86-_jpg.rf.qJSLyv5J0      3     0.5224     0.5493
  images--88-_jpg.rf.ZaviKsrMn      0     0.0000     0.0000
  images--97-_jpg.rf.LwoLcgzeH      1     0.4899     0.4899
  images--99-_jpg.rf.vCJsZibFN      1     0.6188     0.6188
  img-5845_jpg.rf.rNKruYtu0XRb      3     0.5494     0.5782
  istockphoto-1125327566-612x6      5     0.5056     0.5661
  istockphoto-1186720386-612x6      0     0.0000     0.0000
  istockphoto-1355381836-612x6      2     0.4709     0.4740
  istockphoto-1393809823-17066      0     0.0000     0.0000
  istockphoto-1414838613-612x6      3     0.4797     0.5285
  istockphoto-524231893-612x61      0     0.0000     0.0000
  k9w7hg726my71_jpg.rf.tCCbacB      5     0.5772     0.6310
  kisspng-saffron-crocus-safra      0     0.0000     0.0000
  kisspng-saffron-iranian-cuis      0     0.0000     0.0000
  krokus-5114410__340_jpg.rf.8      9     0.5251     0.5967
  krokus-5114410__340_jpg.rf.v      9     0.5257     0.5967
  main-qimg-baf5477ed6aab961e6      6     0.5071     0.5795
  mountains-5185251__340_jpg.r      9     0.5818     0.6614
  mountains-5185251__340_jpg.r      9     0.5825     0.6614
  nurserylive-bulbs-crocus-sat      4     0.5574     0.6131
  pexels-photo-10161283_jpeg.r      0     0.0000     0.0000
  pexels-photo-10161283_jpeg_j      0     0.0000     0.0000
  pexels-photo-10161285_jpeg.r     16     0.5572     0.6232
  pexels-photo-10161285_jpeg_j     18     0.5631     0.6232
  pexels-photo-5753462_jpeg.rf      0     0.0000     0.0000
  pexels-photo-5753462_jpeg_jp      0     0.0000     0.0000
  pexels-photo-7100594_jpeg.rf      2     0.5067     0.5120
  pexels-photo-7100594_jpeg_jp      2     0.5087     0.5150
  pexels-photo-7290379_jpeg.rf      2     0.4818     0.5074
  pexels-photo-7290379_jpeg_jp      2     0.4848     0.5136
  png-clipart-autumn-crocus-sa      0     0.0000     0.0000
  png-transparent-saffron-flow      0     0.0000     0.0000
  pngtree-crocus-vernus-flower      5     0.4961     0.5101
  pngtree-flower-in-light-blue      0     0.0000     0.0000
  s-l1200-1-_jpg.rf.m9ML1bHKEa      3     0.4961     0.5319
  s_jpg.rf.EFSUxReq9jtl0AQQ9PS      1     0.4509     0.4509
  sa_jpg.rf.I4JQB7DAprRimJoTXu      0     0.0000     0.0000
  saffron-1136779__340--1-_jpg      3     0.5657     0.6087
  saffron-1785080__340_jpg.rf.      0     0.0000     0.0000
  saffron-1785080__340_jpg.rf.      0     0.0000     0.0000
  saffron-1785083__340_jpg.rf.      1     0.4824     0.4824
  saffron-1785083__340_jpg.rf.      1     0.4868     0.4868
  saffron-2824330__340--1-_jpg      5     0.6311     0.7035
  saffron-2825065__340_jpg.rf.     38     0.5707     0.6974
  saffron-2825065__340_jpg.rf.     37     0.5756     0.6982
  saffron-2825066__340_jpg.rf.     19     0.5669     0.6865
  saffron-2825066__340_jpg.rf.     19     0.5640     0.6700
  saffron-2828539__340_jpg.rf.     19     0.5004     0.5422
  saffron-2828539__340_jpg.rf.     19     0.5005     0.5422
  saffron-3289363__340_jpg.rf.      6     0.4915     0.5314
  saffron-3289363__340_jpg.rf.      6     0.4918     0.5331
  saffron-3450971__340_jpg.rf.      0     0.0000     0.0000
  saffron-3450971__340_jpg.rf.      0     0.0000     0.0000
  saffron-4020289__340_jpg.rf.      3     0.4977     0.5119
  saffron-4020289__340_jpg.rf.      3     0.4967     0.5149
  saffron-566689__340--1-_jpg.      1     0.5008     0.5008
  saffron-566689__340--1-_jpg.      1     0.5014     0.5014
  saffron-998004__340_jpg.rf.l     31     0.5923     0.6908
  saffron-and-flower-of-the-cr      1     0.5553     0.5553
  saffron-crocus-bloom-w_webp.      0     0.0000     0.0000
  saffron-crocus-how-to-pick_w      5     0.5280     0.5880
  saffron-crocus-sativus-flowe      0     0.0000     0.0000
  saffron-crocus-sativus-in-bl      7     0.5318     0.6447
  saffron-flower-13985973_webp      0     0.0000     0.0000
  saffron-flower-autumn-crocus      0     0.0000     0.0000
  saffron-spice-derived-flower      0     0.0000     0.0000
  saffron10_jpg.rf.D0YR0Q95X7B      2     0.5213     0.5517
  saffron12_jpg.rf.QPBhI4h77q1      1     0.5390     0.5390
  saffron13_jpg.rf.aVhKDRJTn4O      2     0.5191     0.5406
  saffron14_jpg.rf.l4GowkGsFeN      4     0.5302     0.5671
  saffron15_jpg.rf.mxbzEaamJI9      3     0.5197     0.5232
  saffron16_jpg.rf.TSyU4Sc5yJq      9     0.4971     0.5904
  saffron17_jpg.rf.P25VYFrYVvB      4     0.5169     0.5945
  saffron18_jpg.rf.DGg2acg5jsm      6     0.6266     0.6908
  saffron19_jpg.rf.qKFRUN4T76B      0     0.0000     0.0000
  saffron1image.jpg                 2     0.6225     0.6361
  saffron20_jpg.rf.21q8zZzmVsJ      1     0.5430     0.5430
  saffron21_jpg.rf.2xGkhMZVAK7      2     0.5222     0.5244
  saffron22_jpg.rf.JjeT2eIKWRY      0     0.0000     0.0000
  saffron23_jpg.rf.qJgGda4i6BO      2     0.4999     0.5165
  saffron24_jpg.rf.q70QXhT5VKp      3     0.5646     0.6297
  saffron25_jpg.rf.uo5sS602nRz      2     0.5296     0.5651
  saffron26_jpg.rf.lhjqsIWIniM      9     0.5966     0.6349
  saffron27_jpg.rf.m4hQaEojuIk      7     0.5103     0.5869
  saffron28_jpg.rf.FyLDFuVnPaB      1     0.5701     0.5701
  saffron29_jpg.rf.P95RY5TeeBU      4     0.5192     0.6119
  saffron2_jpg.rf.1cjvm5wdT9hV     11     0.5110     0.5470
  saffron30_jpg.rf.BTl59XIIz6K      3     0.4533     0.4537
  saffron31_jpg.rf.hpZ0CssKkOD     28     0.5833     0.6850
  saffron33_jpg.rf.q2DRVDkNGUc      5     0.4825     0.5118
  saffron34_jpg.rf.sPngeKsEgNT      2     0.5687     0.6063
  saffron36_jpg.rf.I0Uydt3IzYC      1     0.6094     0.6094
  saffron37_jpg.rf.wYXy3XiFJwG      0     0.0000     0.0000
  saffron38_jpg.rf.SJ4p5xyvnNZ      0     0.0000     0.0000
  saffron39_jpg.rf.Qh5z7QcVFF8      0     0.0000     0.0000
  saffron3_jpg.rf.SdVhMKHWCyqD     16     0.5379     0.6620
  saffron40_jpg.rf.PAqw20vTDQj      4     0.5857     0.6106
  saffron42_jpg.rf.iJN6ermJ8K7     32     0.5511     0.6419
  saffron43_jpg.rf.SIpEGc8ksZO     25     0.5736     0.6721
  saffron44_jpg.rf.pEq0rJWTAQG      0     0.0000     0.0000
  saffron46_jpg.rf.0wO7fNCD6FX      4     0.5213     0.5534
  saffron47_jpg.rf.UqhFckizgWw      8     0.5180     0.5918
  saffron48_jpg.rf.uRcXlwo1DNN     25     0.5402     0.6037
  saffron50_jpg.rf.oJWladiC5C7      0     0.0000     0.0000
  saffron51_jpg.rf.2hvK5ZX8CPc      3     0.5610     0.6020
  saffron52_jpg.rf.G5MpiBJpyGI      4     0.5781     0.6331
  saffron533_jpg.rf.VUBrvR4B0V     15     0.5718     0.6714
  saffron54_jpg.rf.ysLSqULUk03      5     0.5984     0.6248
  saffron55_jpg.rf.6am8c1x9H6G      0     0.0000     0.0000
  saffron56_jpg.rf.SO6CX6zjrrK      2     0.4978     0.4978
  saffron57_jpg.rf.8AJf3CS5rme      1     0.4883     0.4883
  saffron58_jpg.rf.cWlkzWTrrVJ     13     0.6155     0.6572
  saffron59_jpg.rf.62AnemRUCcx      1     0.5235     0.5235
  saffron5_jpg.rf.cWKKibsndZHE      8     0.4943     0.5779
  saffron609_jpg.rf.SZGWbJUW5f      0     0.0000     0.0000
  saffron61_jpg.rf.4fndqY9fhRo      9     0.5449     0.5750
  saffron62_jpg.rf.bg0o3hh0Kpg      4     0.5182     0.5627
  saffron63_jpg.rf.92GlucZxAio      0     0.0000     0.0000
  saffron65_jpg.rf.dakWufRuWFP      4     0.5697     0.6582
  saffron66_jpg.rf.eaqqlC62XoS      9     0.5390     0.5863
  saffron67_jpg.rf.HBAIUWZqiKc      2     0.5166     0.5240
  saffron68_jpg.rf.48wBFZ6aNud      3     0.5264     0.5772
  saffron6_jpg.rf.2r2OtPisNOqL     31     0.5419     0.6089
  saffron70_jpg.rf.mLYK7KTZhVz     21     0.5361     0.5851
  saffron71_jpg.rf.etU442isiiB     11     0.5142     0.6063
  saffron72_jpg.rf.5YtLY7DNntt      6     0.5179     0.6018
  saffron73_jpg.rf.ycjP9szM5lM      4     0.5592     0.5720
  saffron74_jpg.rf.xo7kD0PAJvC      1     0.4910     0.4910
  saffron75_jpg.rf.aepOMnWp2sG      3     0.5481     0.6218
  saffron76_jpg.rf.tqNdTXJUvXq      2     0.4510     0.4514
  saffron77_jpg.rf.lCQZOW0ug5H      1     0.5961     0.5961
  saffron78_jpg.rf.8UGvwF7kJcP      2     0.4762     0.4873
  saffron79_jpg.rf.Pr7gEHeNztA      0     0.0000     0.0000
  saffron7_jpg.rf.ZHlprS3iOxVV      4     0.5311     0.5608
  saffron80_jpg.rf.4FXw7ySkAzr      0     0.0000     0.0000
  saffron81_jpg.rf.tEoYJItYjoF      1     0.4988     0.4988
  saffron82_jpg.rf.KXn9Me0qUB1      1     0.5034     0.5034
  saffron83_jpg.rf.2iBFLcWoK8b      3     0.6083     0.6799
  saffron84_jpg.rf.tmKkN6GOVEG      1     0.5850     0.5850
  saffron85_jpg.rf.GXbdxpbkQhi      0     0.0000     0.0000
  saffron8_jpg.rf.RQon690fo2r5      0     0.0000     0.0000
  saffron9_jpg.rf.xe6oy8eB7gjj      2     0.5256     0.5604
  saffron_jpg.rf.XQKkjAi6PPTvm      8     0.5255     0.5830
  saffroncrocusgrowingguide2_j      5     0.4847     0.4912
  saffronoil_grande_webp.rf.ES      0     0.0000     0.0000
  shafran_jpg.rf.HLsDtXXfddo6Q      1     0.4853     0.4853
  stock-photo-saffron-flower_j      0     0.0000     0.0000
  thrgfd_jpg.rf.Zpn9OEvEbRpr77     19     0.5323     0.6110
  unnamed_jpg.rf.kbXMeL1xpftdG      0     0.0000     0.0000
  wild-wisdom-saffron_jpg.rf.0      3     0.5256     0.5629
